1, 3.649574, 3.643683
1, 3.610931, 3.603234
4, 0.046105, 0.045911
4, 0.705673, 0.256756
4, 0.062503, 0.053174
4, 0.066714, 0.055291
4, 0.078762, 0.063321
4, 0.073445, 0.057058
4, 0.077054, 0.056278
4, 0.055262, 0.049738
4, 0.050922, 0.050503
4, 0.047660, 0.047265
4, 0.046363, 0.045959
4, 0.048081, 0.047753
4, 0.048498, 0.048261
4, 0.050875, 0.050546
4, 0.048472, 0.048237
4, 0.047110, 0.046895
4, 0.048350, 0.048103
4, 0.047875, 0.047590
4, 0.047027, 0.046719
4, 0.047637, 0.047326
4, 0.048167, 0.047831
4, 0.046382, 0.046159
4, 0.046168, 0.045854
4, 0.046138, 0.045852
4, 0.052361, 0.044624
4, 0.048603, 0.048332
4, 0.044959, 0.044681
4, 0.048159, 0.047886
4, 0.047551, 0.047231
4, 0.048040, 0.047617
4, 0.051275, 0.050971
4, 0.046961, 0.046633
4, 0.047251, 0.046890
4, 0.050423, 0.050065
4, 0.049447, 0.049161
4, 0.045211, 0.044883
4, 2.286523, 0.492636
4, 2.359302, 0.183976
4, 0.063074, 0.051478
1, 0.042892, 0.042881
1, 0.048624, 0.048588
2, 0.046965, 0.046549
3, 0.044740, 0.044192
4, 0.047154, 0.046446
4, 0.044834, 0.044015
4, 0.049307, 0.048503
4, 0.048670, 0.047759
4, 0.049608, 0.048759
1, 0.046996, 0.046951
1, 0.050297, 0.050274
1, 0.047162, 0.047116
1, 0.045538, 0.045492
1, 0.046395, 0.046347
1, 0.043041, 0.042966
8, 0.857451, 0.578501
8, 1.199396, 0.826177
8, 1.220692, 0.830309
8, 3.746364, 2.564057
8, 0.168328, 0.123068
8, 0.095355, 0.079246
8, 0.178797, 0.145788
8, 0.177302, 0.143557
8, 0.164158, 0.131394
8, 1.226519, 1.076908
4, 0.050909, 0.048611
4, 0.048487, 0.045323
4, 0.047841, 0.045029
4, 0.051659, 0.047881
4, 0.050184, 0.047073
4, 0.051133, 0.045577
4, 0.053230, 0.047441
4, 0.050958, 0.046043
4, 0.049786, 0.044200
2, 0.048068, 0.045647
4, 0.049135, 0.043699
2, 0.046961, 0.045349
2, 0.046238, 0.043209
2, 0.049060, 0.046753
2, 0.044534, 0.043785
2, 0.046532, 0.045590
4, 0.080142, 0.051342
4, 0.063667, 0.048896
4, 0.066527, 0.050362
1, 0.052039, 0.050881
1, 0.050076, 0.049500
1, 0.051584, 0.050674
1, 0.050091, 0.048873
1, 0.049920, 0.049360
1, 0.055914, 0.054762
1, 0.057676, 0.056461
1, 0.229404, 0.221612
1, 0.236018, 0.227814
1, 0.228126, 0.220344
1, 0.244388, 0.236240
1, 0.233278, 0.225438
1, 0.265670, 0.256261
1, 0.352764, 0.339577
1, 0.357916, 0.344664
1, 0.346635, 0.333929
1, 0.473750, 0.456114
1, 0.352383, 0.339331
1, 0.370521, 0.357652
1, 0.354152, 0.340298
1, 0.384634, 0.369247
1, 0.377023, 0.361030
1, 0.378165, 0.362466
4, 0.466035, 0.205896
1, 0.050977, 0.048853
1, 0.076977, 0.075427
4, 9.740499, 4.889441
4, 0.111476, 0.067443
